index,Fuel Type Code,Station Name,City,State,ZIP,Status Code,Groups With Access Code,Latitude,Longitude,ID,Updated At,Country,Groups With Access Code (French),Access Code,TOTAL_POP_ev,County_ev,ST_ev,STATE_ev,STCNTY_ev,COUNTY_ev,FIPS_ev,SVI_ev,Area_km2_ev,PopDens_ev,PD_log_ev,geometry,index_tracts,TOTAL_POP_tracts,County_tracts,ST_tracts,STATE_tracts,STCNTY_tracts,COUNTY_tracts,FIPS_tracts,SVI_tracts,Area_km2_tracts,PopDens_tracts,PD_log_tracts
21689,ELEC,"Walmart 5254 - Wake Forest, NC",Wake Forest,NC,27587,E,Public,35.951539000000004,-78.53398100000001,121807,2019-11-14 10:55:07 UTC,US,Public,public,4917,Wake,37,NORTH CAROLINA,37183,Wake,37183054206,0.3683,9.080671859499201,541.4797578943869,6.294305684199193,POINT (722413.8441779324 3981384.530635619),261,4917,Wake,37,NORTH CAROLINA,37183,Wake,37183054206,0.3683,9.080671859499201,541.4797578943869,6.294305684199193
12272,ELEC,Hyatt Place Durham Southpoint,Durham,NC,27713,E,Public - Card key at all times,35.900384,-78.96113199999999,93357,2019-11-14 10:52:49 UTC,US,Public - Carte-clé en tout temps,public,5894,Durham,37,NORTH CAROLINA,37063,Durham,37063002020,0.0514,16.59046936984877,355.2642103490847,5.872861767159837,POINT (684001.3840625251 3974819.855005318),47,5894,Durham,37,NORTH CAROLINA,37063,Durham,37063002020,0.0514,16.59046936984877,355.2642103490847,5.872861767159837
12525,ELEC,Hyatt Place Durham Southpoint,Durham,NC,27713,E,Public - Card key at all times,35.90027,-78.96117,93624,2019-11-14 10:52:49 UTC,US,Public - Carte-clé en tout temps,public,5894,Durham,37,NORTH CAROLINA,37063,Durham,37063002020,0.0514,16.59046936984877,355.2642103490847,5.872861767159837,POINT (683998.2182204028 3974807.136829932),47,5894,Durham,37,NORTH CAROLINA,37063,Durham,37063002020,0.0514,16.59046936984877,355.2642103490847,5.872861767159837
12273,ELEC,Courtyard Marriot,Raleigh,NC,27612,E,Public - Card key at all times,35.83511,-78.673878,93358,2019-11-14 10:52:49 UTC,US,Public - Carte-clé en tout temps,public,3212,Wake,37,NORTH CAROLINA,37183,Wake,37183051501,0.0504,3.848719478646769,834.5632924978354,6.726908585040479,POINT (710101.709995052 3968157.70356775),101,3212,Wake,37,NORTH CAROLINA,37183,Wake,37183051501,0.0504,3.848719478646769,834.5632924978354,6.726908585040479
12524,ELEC,Courtyard Marriot,Raleigh,NC,27612,E,Public - Card key at all times,35.83514,-78.67387,93623,2019-11-14 10:52:49 UTC,US,Public - Carte-clé en tout temps,public,3212,Wake,37,NORTH CAROLINA,37183,Wake,37183051501,0.0504,3.848719478646769,834.5632924978354,6.726908585040479,POINT (710102.3535517172 3968161.048971648),101,3212,Wake,37,NORTH CAROLINA,37183,Wake,37183051501,0.0504,3.848719478646769,834.5632924978354,6.726908585040479
12274,ELEC,Sheetz,Morrisville,NC,27560,E,Public - Card key at all times,35.855509000000005,-78.795704,93359,2019-11-14 10:52:49 UTC,US,Public - Carte-clé en tout temps,public,2,Wake,,,,,,,19.14569036996864,0.10446215108216418,-2.2589304637854286,POINT (699045.2734060804 3970165.855510846),273,2,Wake,,,,,,,19.14569036996864,0.10446215108216418,-2.2589304637854286
12276,ELEC,Sheetz,Cary,NC,27519,E,Public - Card key at all times,35.860412,-78.89456,93361,2019-11-14 10:52:49 UTC,US,Public - Carte-clé en tout temps,public,5351,Wake,37,NORTH CAROLINA,37183,Wake,37183053601,0.2587,10.320597585407782,518.477729193292,6.250897074371581,POINT (690105.6810020691 3970513.00250619),199,5351,Wake,37,NORTH CAROLINA,37183,Wake,37183053601,0.2587,10.320597585407782,518.477729193292,6.250897074371581
15020,ELEC,WEINSTEIN,Cary,NC,27519,E,Public,35.8576579,-78.89672990000001,99843,2019-11-14 10:14:28 UTC,US,Public,public,5351,Wake,37,NORTH CAROLINA,37183,Wake,37183053601,0.2587,10.320597585407782,518.477729193292,6.250897074371581,POINT (689916.3002197919 3970203.256636662),199,5351,Wake,37,NORTH CAROLINA,37183,Wake,37183053601,0.2587,10.320597585407782,518.477729193292,6.250897074371581
15068,ELEC,WEINSTEIN,Cary,NC,27519,E,Public,35.8283133,-78.8825728,99978,2019-11-14 10:14:28 UTC,US,Public,public,5351,Wake,37,NORTH CAROLINA,37183,Wake,37183053601,0.2587,10.320597585407782,518.477729193292,6.250897074371581,POINT (691265.2885141221 3966975.489575461),199,5351,Wake,37,NORTH CAROLINA,37183,Wake,37183053601,0.2587,10.320597585407782,518.477729193292,6.250897074371581
21399,ELEC,WHOLE FOODS MKT,Cary,NC,27519,E,Public,35.8333973,-78.8823858,121242,2019-11-14 10:14:28 UTC,US,Public,public,5351,Wake,37,NORTH CAROLINA,37183,Wake,37183053601,0.2587,10.320597585407782,518.477729193292,6.250897074371581,POINT (691269.9743849454 3967539.851426136),199,5351,Wake,37,NORTH CAROLINA,37183,Wake,37183053601,0.2587,10.320597585407782,518.477729193292,6.250897074371581
23566,ELEC,WHOLE FOODS MKT,Cary,NC,27519,E,Public,35.833866,-78.8821192,143362,2019-11-14 10:14:28 UTC,US,Public,public,5351,Wake,37,NORTH CAROLINA,37183,Wake,37183053601,0.2587,10.320597585407782,518.477729193292,6.250897074371581,POINT (691292.93236601 3967592.368303866),199,5351,Wake,37,NORTH CAROLINA,37183,Wake,37183053601,0.2587,10.320597585407782,518.477729193292,6.250897074371581
12440,ELEC,AAA,Raleigh,NC,27604,E,Public - Card key at all times,35.8002,-78.56228,93532,2019-11-14 10:52:49 UTC,US,Public - Carte-clé en tout temps,public,11713,Wake,37,NORTH CAROLINA,37183,Wake,37183054105,0.192,11.269530963962966,1039.3511528967028,6.946351905988687,POINT (720279.9220290935 3964530.19783549),248,11713,Wake,37,NORTH CAROLINA,37183,Wake,37183054105,0.192,11.269530963962966,1039.3511528967028,6.946351905988687
13180,ELEC,Sojourn Glenwood Place Apartment,Raleigh,NC,27612,E,Private,35.817170000000004,-78.65953,95326,2019-11-14 09:08:08 UTC,US,Privé,private,3215,Wake,37,NORTH CAROLINA,37183,Wake,37183051700,0.012,4.909736208500181,654.8213312222151,6.484362421664928,POINT (711445.5027449009 3966198.346662932),104,3215,Wake,37,NORTH CAROLINA,37183,Wake,37183051700,0.012,4.909736208500181,654.8213312222151,6.484362421664928
24969,ELEC,The Carolinian on Glenwood,Raleigh,NC,27608,E,Public,35.817170000000004,-78.659529,147138,2019-11-14 09:08:08 UTC,US,Public,public,3215,Wake,37,NORTH CAROLINA,37183,Wake,37183051700,0.012,4.909736208500181,654.8213312222151,6.484362421664928,POINT (711445.5931040428 3966198.348824162),104,3215,Wake,37,NORTH CAROLINA,37183,Wake,37183051700,0.012,4.909736208500181,654.8213312222151,6.484362421664928
15256,ELEC,104 S ESTES,Chapel Hill,NC,27514,E,Public,35.9285563,-79.03362990000001,100473,2019-11-14 10:14:28 UTC,US,Public,public,1812,Orange,37,NORTH CAROLINA,37135,Orange,37135011500,0.1268,3.758952143616781,482.04923360810164,6.178046253249363,POINT (677394.9142767441 3977810.942695252),78,1812,Orange,37,NORTH CAROLINA,37135,Orange,37135011500,0.1268,3.758952143616781,482.04923360810164,6.178046253249363
22117,ELEC,Hyatt Place Chapel Hill Southern Village - Tesla Destination,Chapel Hill,NC,27517,E,Public,35.902408,-79.032347,122499,2019-05-09 14:33:40 UTC,US,Public,public,1812,Orange,37,NORTH CAROLINA,37135,Orange,37135011500,0.1268,3.758952143616781,482.04923360810164,6.178046253249363,POINT (677569.1221416855 3974912.549673017),78,1812,Orange,37,NORTH CAROLINA,37135,Orange,37135011500,0.1268,3.758952143616781,482.04923360810164,6.178046253249363
15872,ELEC,SWC STATION 3&4,Raleigh,NC,27603,E,Public,35.6521409,-78.7060333,102678,2019-11-14 10:14:28 UTC,US,Public,public,5523,Wake,37,NORTH CAROLINA,37183,Wake,37183053110,0.453,29.127921720308414,189.6118800727648,5.2449792464695815,POINT (707671.8549333143 3947790.81137149),155,5523,Wake,37,NORTH CAROLINA,37183,Wake,37183053110,0.453,29.127921720308414,189.6118800727648,5.2449792464695815
16411,ELEC,OFFICE STATIONS,Wake Forest,NC,27587,E,Public,35.9473226,-78.5050003,104433,2019-11-14 10:14:28 UTC,US,Public,public,8835,Wake,37,NORTH CAROLINA,37183,Wake,37183054211,0.0921,37.185019911044016,237.59567753723294,5.470570395139647,POINT (725040.1366827077 3980983.226518516),266,8835,Wake,37,NORTH CAROLINA,37183,Wake,37183054211,0.0921,37.185019911044016,237.59567753723294,5.470570395139647
16617,ELEC,PARK CENTRAL,Raleigh,NC,27609,E,Public,35.836089,-78.637367,104930,2019-11-14 10:14:28 UTC,US,Public,public,3723,Wake,37,NORTH CAROLINA,37183,Wake,37183052602,0.2938,3.3952921023846696,1096.5183223514603,6.999895277569188,POINT (713397.447986468 3968345.372393003),125,3723,Wake,37,NORTH CAROLINA,37183,Wake,37183052602,0.2938,3.3952921023846696,1096.5183223514603,6.999895277569188
22670,ELEC,Captrust Tower,Raleigh,NC,27609,E,Public,35.8370151,-78.640051,123246,2019-06-06 17:52:59 UTC,US,Public,public,3723,Wake,37,NORTH CAROLINA,37183,Wake,37183052602,0.2938,3.3952921023846696,1096.5183223514603,6.999895277569188,POINT (713152.5015164614 3968442.26152704),125,3723,Wake,37,NORTH CAROLINA,37183,Wake,37183052602,0.2938,3.3952921023846696,1096.5183223514603,6.999895277569188
22690,ELEC,Park Central Apartments,Raleigh,NC,27609,E,Public,35.837988200000005,-78.63821899999999,123267,2019-06-06 17:52:59 UTC,US,Public,public,3723,Wake,37,NORTH CAROLINA,37183,Wake,37183052602,0.2938,3.3952921023846696,1096.5183223514603,6.999895277569188,POINT (713315.3919709175 3968554.213540641),125,3723,Wake,37,NORTH CAROLINA,37183,Wake,37183052602,0.2938,3.3952921023846696,1096.5183223514603,6.999895277569188
23397,ELEC,NORTH HILLS,Raleigh,NC,27609,E,Public,35.836906,-78.63726,143180,2019-11-14 10:14:28 UTC,US,Public,public,3723,Wake,37,NORTH CAROLINA,37183,Wake,37183052602,0.2938,3.3952921023846696,1096.5183223514603,6.999895277569188,POINT (713404.9245601217 3968436.245095129),125,3723,Wake,37,NORTH CAROLINA,37183,Wake,37183052602,0.2938,3.3952921023846696,1096.5183223514603,6.999895277569188
18822,ELEC,The Mayton Inn - Tesla Destination,Cary,NC,27511,E,Public,35.784835,-78.780847,114661,2019-05-09 14:33:40 UTC,US,Public,public,4672,Wake,37,NORTH CAROLINA,37183,Wake,37183053517,0.7759999999999999,4.103564653277281,1138.522332350422,7.037486500902471,POINT (700564.8653184653 3962355.797336937),190,4672,Wake,37,NORTH CAROLINA,37183,Wake,37183053517,0.7759999999999999,4.103564653277281,1138.522332350422,7.037486500902471
25028,ELEC,TOWN OF CARY,Cary,NC,27511,E,Public,35.783204,-78.779344,147303,2019-11-14 10:14:28 UTC,US,Public,public,4672,Wake,37,NORTH CAROLINA,37183,Wake,37183053517,0.7759999999999999,4.103564653277281,1138.522332350422,7.037486500902471,POINT (700704.8293161185 3962177.938374204),190,4672,Wake,37,NORTH CAROLINA,37183,Wake,37183053517,0.7759999999999999,4.103564653277281,1138.522332350422,7.037486500902471
25029,ELEC,TOWN OF CARY,Cary,NC,27511,E,Public,35.7854,-78.7795,147304,2019-11-14 10:14:28 UTC,US,Public,public,4672,Wake,37,NORTH CAROLINA,37183,Wake,37183053517,0.7759999999999999,4.103564653277281,1138.522332350422,7.037486500902471,POINT (700685.2041226092 3962421.23670111),190,4672,Wake,37,NORTH CAROLINA,37183,Wake,37183053517,0.7759999999999999,4.103564653277281,1138.522332350422,7.037486500902471
25030,ELEC,TOWN OF CARY,Cary,NC,27511,E,Public,35.785387,-78.7797012,147305,2019-11-14 10:14:28 UTC,US,Public,public,4672,Wake,37,NORTH CAROLINA,37183,Wake,37183053517,0.7759999999999999,4.103564653277281,1138.522332350422,7.037486500902471,POINT (700667.0497863793 3962419.382172622),190,4672,Wake,37,NORTH CAROLINA,37183,Wake,37183053517,0.7759999999999999,4.103564653277281,1138.522332350422,7.037486500902471
18844,ELEC,Homewood Suites by Hilton Durham-Chapel Hill - Tesla Destination,Durham,NC,27707,E,Public,35.949690000000004,-78.99566,114684,2019-05-14 21:16:45 UTC,US,Public,public,7483,Durham,37,NORTH CAROLINA,37063,Durham,37063002018,0.2272,18.064860655979775,414.2295998017012,6.0264204089907265,POINT (680772.6246266522 3980225.089211852),45,7483,Durham,37,NORTH CAROLINA,37063,Durham,37063002018,0.2272,18.064860655979775,414.2295998017012,6.0264204089907265
20516,ELEC,HONDASOUTHPOINT,Durham,NC,27713,E,Public,35.906936,-78.954178,116939,2019-11-14 10:14:28 UTC,US,Public,public,4432,Durham,37,NORTH CAROLINA,37063,Durham,37063002021,0.4586,6.048972323454159,732.6864404413715,6.596717834704749,POINT (684613.8184056166 3975559.826621698),48,4432,Durham,37,NORTH CAROLINA,37063,Durham,37063002021,0.4586,6.048972323454159,732.6864404413715,6.596717834704749
21098,ELEC,RALEIGH STATION,Raleigh,NC,27616,E,Public,35.886559999999996,-78.56933000000001,119005,2019-11-14 10:14:28 UTC,US,Public,public,6083,Wake,37,NORTH CAROLINA,37183,Wake,37183054016,0.056,6.125754500899769,993.020533079886,6.900751341656048,POINT (719404.5851981209 3974095.419979134),244,6083,Wake,37,NORTH CAROLINA,37183,Wake,37183054016,0.056,6.125754500899769,993.020533079886,6.900751341656048
21220,ELEC,Marlowe Lake Boone Apartments,Raleigh,NC,27607,E,Private,35.814248,-78.689886,120893,2019-11-14 09:08:08 UTC,US,Privé,private,2454,Wake,37,NORTH CAROLINA,37183,Wake,37183051502,0.0194,2.675926833010384,917.0654330781089,6.8211788253030425,POINT (708710.2225288174 3965809.000234148),102,2454,Wake,37,NORTH CAROLINA,37183,Wake,37183051502,0.0194,2.675926833010384,917.0654330781089,6.8211788253030425
24465,ELEC,Mills Rentals,Carrboro,NC,27510,E,Public - Card key at all times,35.909422,-79.071185,145473,2019-10-04 14:44:17 UTC,US,Public - Carte-clé en tout temps,public,4573,Orange,37,NORTH CAROLINA,37135,Orange,37135010705,0.3341,3.961088232986491,1154.4807212113408,7.051405929834283,POINT (674048.4324980808 3975620.709336031),63,4573,Orange,37,NORTH CAROLINA,37135,Orange,37135010705,0.3341,3.961088232986491,1154.4807212113408,7.051405929834283
25122,ELEC,PowerSecure,Wake Forest,NC,27587,E,Private,35.951814,-78.515486,147449,2019-11-08 19:38:10 UTC,US,Privé,private,6134,Wake,37,NORTH CAROLINA,37183,Wake,37183054208,0.4433,17.913102649730007,342.4309076960743,5.83606990799765,POINT (724081.4841056231 3981457.38463925),263,6134,Wake,37,NORTH CAROLINA,37183,Wake,37183054208,0.4433,17.913102649730007,342.4309076960743,5.83606990799765
25146,ELEC,McDonald's Store #27548,Cary,NC,27518,E,Public,35.704118,-78.795636,147491,2019-11-14 09:08:08 UTC,US,Public,public,4603,Wake,37,NORTH CAROLINA,37183,Wake,37183053405,0.0782,8.003155081386343,575.1481700892703,6.354627694713503,POINT (699429.3908488492 3953371.171668212),164,4603,Wake,37,NORTH CAROLINA,37183,Wake,37183053405,0.0782,8.003155081386343,575.1481700892703,6.354627694713503
26144,ELEC,Bob Barker Company,Fuquay Varina,NC,27526,E,Public,35.586162,-78.79956,148553,2019-11-14 10:11:07 UTC,US,Public,public,8267,Wake,37,NORTH CAROLINA,37183,Wake,37183053107,0.4095,23.70446156027976,348.7529121459797,5.854363683340081,POINT (699367.3385986726 3940277.811012558),152,8267,Wake,37,NORTH CAROLINA,37183,Wake,37183053107,0.4095,23.70446156027976,348.7529121459797,5.854363683340081
26145,ELEC,Purfoy Charger 1,Fuquay Varina,NC,27526,E,Public,35.581497999999996,-78.770625,148554,2019-11-14 10:11:07 UTC,US,Public,public,6473,Wake,37,NORTH CAROLINA,37183,Wake,37183053108,0.1462,34.776500467415154,186.13143683232488,5.226453073790063,POINT (702001.0961681684 3939819.428094276),153,6473,Wake,37,NORTH CAROLINA,37183,Wake,37183053108,0.1462,34.776500467415154,186.13143683232488,5.226453073790063
